index	rating	review	label
918	1.0	 This is too much of a hassle for earbuds that don’t even fit in my ear properly	0.0
919	5.0	Bought these because wires are so early 21st century, pleased to say it's a fairly uncompromising product	1.0
920	5.0	 Easy to use, great audio quality (especially considering their size), and they're surprisingly pleasing from a tactile perspective	1.0
921	5.0	"It's especially pleasing considering how many products these days disappoint in some way or another, though I think these fit the bill of a """"premium"""" product"	0.0
922	3.0	"First of all, the product title says """"Latest Model"""" but I received the air pods generation 1, which may or may not explain my disappointing observations"	0.0
923	3.0	 I had a lot of expectations for these air pods because they were $140	0.0
924	3.0	 When I used them for the first time, I was shocked at how cloudy/faded out the audio was	0.0
925	3.0	 It also has very little to no noise cancellation	0.0
926	3.0	 The battery only lasted me roughly 3 hours and then it had to go back into the charging case	0.0
927	3.0	 The only pros was that these air pods looked nice, the fit was comfortable-- I wouldn't recommend it unless you just want it for the hype	0.0
928	3.0	 I've bought cheaper wireless earbuds that sounded much clearer and better and lasted me a few days without charging (7-8 hours of use)	0.0
929	4.0	If you're looking for something that will be very loud this might not be it	0.0
930	4.0	 It has great sound but isn't the loudest product	1.0
931	4.0	 I Personally cant go on long runs/ or sprint on a track with them in without adjusting them over and over again	0.0
932	4.0	 Yes they have fallen out while doing sprints	0.0
933	4.0	They are comfortable and the battery life on the case and each Air Pod is great	1.0
934	5.0	It was time for new ear buds	1.0
935	5.0	 My 2 year old horse shoe around your neck LG ones only worked if you kept your phone in your shirt pocket	1.0
936	5.0	 I didn’t want to spend that much money but so glad I did	1.0
937	5.0	 The sound is as good as my home stereo	1.0
938	5.0	 they work completely with my 4-5 year old IPhone SE and my 7 year old IPad	1.0
939	5.0	 I wish I had tried these first	1.0
940	5.0	 The sound quality is amazing	1.0
941	5.0	 They are comfortable to wear and the microphones are great	1.0
942	5.0	 The only thing they lack is volume control which would be a very nice feature	1.0
943	5.0	 These may not be the latest and greatest, but they are good enough for me	1.0
944	4.0	I own an android and this is by far the only good product that Apple has	1.0
945	4.0	 It works nicely with my phone connects quickly and the sound is great	1.0
946	4.0	 I would recommend this to my friends the only flaw that I see in this is that you can't skip songs on Android at least	1.0
947	4.0	 Overall great stuff	1.0
948	4.0	 For the price it's a bit expensive but if you get it on sale it's well worth it	1.0
949	1.0	 I spent a combination of close to 4 hours on the phone trying to get this resolved	0.0
950	1.0	 Finally, amazon said I could return them	0.0
951	1.0	 They were BROKEN	0.0
952	1.0	 You just made her mow four more lawns to rebuy the same headphones	0.0
953	1.0	 Pretty rotten	0.0
954	1.0	This product broke just out of warranty	0.0
955	1.0	 Not just one pod both pods and the charging case have broken with all different issues	0.0
956	1.0	 Very disappointed and out a lot of money	0.0
957	5.0	 The sound is beyond awesome	1.0
958	5.0	 I’ve had several sets of wireless earphones, but nothing like this	1.0
959	5.0	 I’ll have to let you know about battery life since I just got them	1.0
960	5.0	 They were so easy to pair and then your ready to listen	1.0
961	5.0	 Someone told me what a big difference there would be and that’s why I ordered them	1.0
962	5.0	 He was so right	1.0
963	5.0	 I’m going to enjoy these AirPods	1.0
964	5.0	I bought these to listen to music, but now I use them for everything	1.0
965	5.0	 Anyhow, it’s a great product I wish I would’ve spent a few more dollars and bought the wireless case	1.0
966	5.0	 And they are waterproof, I did wash them in the case at the laundry mat on heavy soil	1.0
967	5.0	I love them they sound great work great look great good deal I only needed the 1st gen I understand the 2nd gen is a little more upgraded but who needs it	0.0
968	5.0	 I would buy if you want to splurge	0.0
969	5.0	I like how easy to use they are, how good is the sound	1.0
970	5.0	 I like the little charging box	1.0
971	5.0	 I have not found a way to control the volume without invoking Siri	0.0
972	5.0	 The battery is reasonably durable but I wish it lasted one full day	1.0
973	1.0	Worst bluetooth ever	0.0
974	1.0	After a month use, right earpiece is fading out	0.0
975	1.0	 When I make a call, the part on the other side barely hears	0.0
976	1.0	 Many of this cases were reported to Apple(according to apple support community), but Apple doesn’t even have any solution for a long time	0.0
977	1.0	 This happens to Airpod and Airpod Pro	0.0
978	1.0	But my left part earpiece keep falling out and I can’t even make a call with this bad designed product	0.0
979	1.0	My old $20 Bluetooth or my son’s Galaxy buds works much better than this airpod	0.0
980	3.0	First pair stopped working after 2 weeks	0.0
981	3.0	 Amazon tech support tried to troubleshoot several times but finally they requested that I exchange	1.0
982	3.0	 Will provide update on new pair, hopefully they will last	1.0
983	5.0	Gift for my grandson	1.0
984	5.0	 He was thrilled to get them	1.0
985	5.0	 I also have a pair and that's the reason I bought him a set too	1.0
986	5.0	 The quality of the product overall is good	1.0
987	5.0	 The sound outside & noise canceling of cars going by is wonderful but you can still tell what's going on around you for safety purposes which was important to me	1.0
988	5.0	 They are not waterproof so when walking in the rain I use the hood on my rain jacket to keep them dry	1.0
989	1.0	I noticed the headphones did not consistently charge in the case	0.0
990	1.0	 It was very finicky and would lead the the airpods being dead half the time I would reach for them	0.0
991	1.0	 Ultimately, I took them to the Apple Store, who then sent them off to be fixed/replaced	1.0
992	1.0	I purchased these airpods in November	1.0
993	1.0	 A few months later, the left airpod stopped working	0.0
994	1.0	 I brought this to an Apple Store for repair	1.0
995	1.0	"The gentleman at the Genius Bar said that based on the serial number, this airpod had already been ""replaced"" in the past, and could therefore not be fixed"	0.0
996	1.0	 He was nice enough to send in a request to have this error fixed	1.0
997	1.0	 I will need to wait about a week until it can be replaced despite being well into the 1 year warranty	1.0
998	1.0	 Massive inconvenience	0.0
999	1.0	 I am so disappointed Apple didn't do anything to remedy faster	0.0
1000	5.0	I got these as a gift, and I was worried about purchasing these online, and when they arrived they were exactly what you’d get in store but cheaper	1.0
1001	5.0	 They work really well, easy to connect, you adjust the settings for them in the blue tooth menu on your iPhone	1.0
1002	5.0	 And they stay charged for a long time as well and came with a iPhone charger	1.0
1003	5.0	 I recommend these if you’re able to not lose them as they can be lost very easily	0.0
1004	5.0	 They do make cords to attach to them so you can wear them around your neck	1.0
1005	5.0	 But other then that, I have zero complaints about these AirPods	1.0
1006	5.0	 I’m very happy I decided to purchase these through amazon	1.0
1007	1.0	This was a used/refurbished product	0.0
1008	1.0	 After 2 weeks of using them, people could no longer hear me when on the phone	0.0
1009	1.0	 The audio quality made me sound like I was underwater	0.0
1010	1.0	 I purchased these for work and could no longer use them	0.0
1011	1.0	 I took them to apple and they cleaned them and the problem was still there	0.0
1012	1.0	 Apple notified me that this was a refurbished product that was returned to amazon before I bought them	1.0
1013	1.0	 Amazon should really notify a customer that the product is not new so things like this do not happen	0.0
1014	5.0	I had borrowed a friend's old AirPods gen 1 for about 3 weeks until I had to give them back	1.0
1015	5.0	 After one week without AirPods filled with relentless struggle using cheaper wireless earbuds, I realized I had to buy my own pair	1.0
1016	5.0	 That one week was torture	1.0
1017	5.0	I can't tell you how happy I am to be using these AirPods again	1.0
1018	5.0	 The design is sleek, slender and pocket-friendly	1.0
1019	5.0	 The wireless connection is superb between my iPhone and MacBook	1.0
1020	5.0	"Plus- if a friend also has airpods, you can """"bump"""" your sound and listen to the same song, podcast or tv show coming from one apple device"	1.0
1021	5.0	 They come with a lightning cable but NOT a charging block	1.0
1022	5.0	I love these very much	1.0
1023	5.0	 I owned a pair of Bluetooth earbuds prior to getting AirPods and I didn’t like them very much because they didn’t stay in my ears and the battery didn’t last very long	0.0
1024	5.0	 The battery life of these AirPods last for a long time in comparison on a single charge	1.0
1025	5.0	 They stay connected without difficulty to my iPhone and I couldn’t ask for a better pair of earbuds	1.0
1026	5.0	 I’m glad I got these for myself	1.0
1027	5.0	 The sound quality is 10/10 and the noise cancellation is amazing, the best I’ve ever had to be honest	1.0
1028	4.0	The only reason I gave it four stars is because its price is not as good as it is on Black Friday	1.0
1029	4.0	 I remember only selling 109 at that time	1.0
1030	4.0	 Of course, the price of amazon is now better than best buy and target	1.0
1031	4.0	The sound quality is definitely not comparable to beat, but I think it's not bad	1.0
1032	4.0	 Used to answer the phone, watching TV is already very good	1.0
1033	5.0	I charged the case and ear buds when they arrived even though they were over 80%	1.0
1034	5.0	 I used the ear buds for the next six days on my walk	1.0
1035	5.0	 (1hr & 35min) I put them in the charging case when I returned	1.0
1036	5.0	 I just checked the ear buds and they are fully charged again	1.0
1037	5.0	 I'm not sure when I will need to charge the case again	1.0
1038	5.0	 I love this product	1.0
1039	5.0	 I had to return a cheaper set of ear buds before I bought the Apple Ear Buds	1.0
1040	5.0	 You get what you pay for most times	1.0
1041	5.0	I 10/10 recommend buying AirPods but know that you’ll never be able to ever switch to anything else	1.0
1042	5.0	 I bought my first pair of AirPods three years ago and have been happy with them ever since	1.0
1043	5.0	 I have also occasionally bought them as gifts for friends/family	1.0
1044	5.0	 The battery life is amazing	1.0
1045	5.0	 I use them a lot for work usually listening to music which last me about 7 hours before the 10% warning sign letting you know to charge them	1.0
1046	5.0	 The AirPod case will usually last me about two days before I need to charge it again	1.0
1047	5.0	 Also you can track them if lost (iPhone users) on the find my phone app	1.0
1048	5.0	 It’ll even allow you to play a sound so it’ll be easier to find	1.0
1049	5.0	 Also I recommend you buy a case for it so it could stay protected and it’s easy access for me since I always attach them on my belt loop	1.0
1050	5.0	 I truly have never been so sure about recommending something other than AirPods	1.0
1051	5.0	my AirPods were delivered today, I ordered them on Black Friday	1.0
1052	5.0	 I read all the reviews to make sure that I wouldn’t be scammed, and although the product had several bad reviews	1.0
1053	5.0	 I ordered them anyways since I really wanted AirPods and they were sold out everywhere else	1.0
1054	5.0	 The AirPods came in their original packaging, with everything new and intact	1.0
1055	5.0	 They weren’t used, dirty, or damaged	1.0
1056	5.0	 Also, a lot of people are saying that amazon is selling first gen AirPods and saying that they’re second gen, but these are second generation AirPods	1.0
1057	5.0	 I checked the serial numbers and I’ll attach a picture too	1.0
1058	5.0	 The reason why there’s no light on the front is because the charging case isn’t a wireless charging case, and it doesn’t say that it comes with one anyways	1.0
1059	5.0	 The sound quality is fantastic	1.0
1060	5.0	 I really love these, they are real Apple AirPods and I suggest buying	1.0
1061	5.0	 If I have any issues, I’ll update, but so far so good	1.0
1062	5.0	So I'm not an Apple user at all but these were highly recommended for me to use with my Galaxy Note S10+	1.0
1063	5.0	 The sound is absolutely amazing	1.0
1064	5.0	 I could hear artists talking during songs that I've never once heard using my phone with or without headphones, Bluetooth in the car or TV sound bar	1.0
1065	5.0	 I'm very impressed	1.0
1066	5.0	 A pretty long range for the Bluetooth too	1.0
1067	5.0	 Moved further away from my phone in the house than previously could with phone from soundbar with no sound interruptions	1.0
1068	3.0	Sound great	1.0
1069	3.0	 Difficult to fit in and keep in ears	0.0
1070	5.0	For some time, I thought that AirPods were a silly luxury	0.0
1071	5.0	 Set up was a breeze, sound quality is excellent	1.0
1072	5.0	 Texting - my least favorite things to do - is so easy with Siri	1.0
1073	5.0	 Auto correct for manual texting is a pain, but Siri dictation works beautifully	1.0
1074	5.0	 With air pods I can free up my hands , walk both my dogs while answering phone calls and texts, ask Siri to find a news channel, etc, etc	1.0
1075	5.0	I am very happy with this purchase	1.0
1076	1.0	Bought the first generation and two months in the left earpiece would go dead twice as fast as the right, by one year the left earpiece no longer worked at all, the set i bought my daughter also was dead by one year	0.0
1077	1.0	 Bought the gen 2 set to replace them hoping things were better and the right earpiece doesn’t fit the case properly, if i don’t hold it down into the case it won't charge	0.0
1078	1.0	 Called apple and they were as unhelpful as they were in the past, send us the product you just bought and after a while we’ll send it back and say its within specifications	0.0
1079	5.0	Honestly the bad reviews are either people who bought from a 3rd party or are too broke that they are switching their used pods for new ones	1.0
1080	5.0	 These are great	1.0
1081	5.0	 Honestly I went for the 2nd gen because I had them before (but I forgot one in my pocket and that went in the wash) but liked how they sound	1.0
1082	5.0	 I also like how they feel in my ear compared to any headphones with the ear rubber pieces, those fall out so easily	1.0
1083	5.0	 I was too scared to get the 3rd gen because they look different ear wise and then wouldn't know if I could return it cause it wouldve been opened plus I prefer not to spend more than what I spent on these lol	1.0
1084	5.0	 They were my husbands and he didn’t like them, so I used them and like them	1.0
1085	5.0	 He got airpods and said huge difference	0.0
1086	5.0	 I kept them off brand ones all summer and just last week got the second generation air pods and omg husband isn’t wrong huge difference in the sound quality	1.0
1087	5.0	 Love love them	1.0
1088	4.0	My son thought this would be a great deal for me since I use corded headphones frequently, and Amazon had them on a daily special	1.0
1089	4.0	 My problem is that they fall out of my ears and I’m afraid I’ll lose one, so I no longer wear them outside or away from homy	0.0
1090	4.0	 Batteries give a warning when they’re about to die	0.0
1091	4.0	 I let both run down before recharging so the charge in each will be even	1.0
1092	4.0	 Otherwise, one might be at 20% and the other completely dead	1.0
1093	3.0	I really do like my AirPods	1.0
1094	3.0	 That being said for the price of these things you would really expect better sound quality as well as noise cancellation	1.0
1095	3.0	 The battery life is excellent but overall I have to say I would like a higher quality sound with ear plugs	1.0
1096	3.0	 I use these while riding my motorcycle and have to put them upside down and in opposite years in order to not lose them while I’m riding down the road Not the best use for motorcycle cruising, but work okay otherwise, just not great sound	1.0
1097	1.0	"I purchased these ""New"" Airpods and when I connected them they were already registered as Akki's Airpods"	0.0
1098	1.0	 Addititonally, the left Airpod does not work	0.0
1099	1.0	 Complete scam	0.0
1100	1.0	 I will be returning them promptly	0.0
1101	5.0	All other earbuds do not even come close to meeting their promised spec	0.0
1102	5.0	Looks pricey but I feel the one time ~100$ investment on this ear bud is better experience compared to the cheaper <50$ versions which you will end up replacing after warranty expires	1.0
1103	5.0	 Typically the cheaper products are designed to work till their warranty period with the occasional good one	1.0
1104	5.0	 I recommend this unless you are feeling lucky	1.0
1105	4.0	I have an Android, but Airpods are better than other truely-wireless earbuds, plus airpods are the only earbuds with cases you can add that are cool and cute	1.0
1106	4.0	 I absolutely love them and have had no issues other than the fact that they loose connection for a split second, but I figured its because I dont actually have them connected to another Apple product	1.0
1107	4.0	 And as for background noise, I can still hear everything happening around me unless I obviously have the volume all the way up	1.0
1108	5.0	I was reluctant to move from corded earbuds to these but must admit they are great	1.0
1109	5.0	 Worried they'd fall out of my ears-they don't	1.0
1110	5.0	 worried they would drain my battery fast and die quickly-so far they haven't	1.0
1111	5.0	 I know I am a late bloomer on these-but glad to finally join the rest of you and be cord free	1.0
1112	5.0	After owning a pair of AirPods myself for a long while I bought two pairs for my teens	1.0
1113	5.0	 They BOTH love them	1.0
1114	5.0	 Super easy to use and the great quality that you would expect from Apple	1.0
1115	5.0	 My kids are so happy they no longer have to worry about the cords	1.0
1116	5.0	 Sound quality is fabulous and they stay in their ears when they workout	1.0
1117	5.0	 I thought about buying the cheaper brand until I heard of how they stop working so I'm glad that I went ahead and bought quality	1.0
1118	5.0	 I bought silicon covers for the cases with clips as well	1.0
1119	5.0	 Super fast delivery	1.0
1120	5.0	These are 100% legit Gen 2 AirPods	1.0
1121	5.0	 For all the people saying the charging indicator light should be on the outside of the case for Gen 2 cases	1.0
1122	5.0	 I bought a pair of G2 AirPods from Verizon and they’re IDENTICAL	1.0
1123	5.0	 From everything I’ve seen, the Gen 2 cases with the charging indicator light on the outside are the WIRELESS charging cases	1.0
1124	5.0	 I looked up the model numbers (A2032 A2031 each AirPod) (A1602 charging case) all say Gen 2	1.0
1125	5.0	Easy to use, most of the time	1.0
1126	5.0	 Works with ALL my devices	1.0
1127	5.0	 Easier to use with Apple products	1.0
1128	5.0	 Battery life is no problem	1.0
1129	5.0	 Sound is good	1.0
1130	5.0	 Fit is good	1.0
1131	5.0	 No opinion on noise cancellation - headphones are better	1.0
1132	5.0	 It was more than I wanted to pay for wireless earpods/buds, whatever, but you get what you pay for	1.0
1133	5.0	 If they last, it will be worth the money	1.0
1134	5.0	 Easy to lose	0.0
1135	5.0	Two months later: lost an ear pod while walking on a grass field	0.0
1136	5.0	 Fortunately some kind soul found it in the park where I was walking and placed it on a park bench	1.0
1137	5.0	 Like looking for a needle in a haystack	0.0
1138	5.0	 It still works but as I said, they’re easy to lose	0.0
1139	5.0	So I originally bought some generic pods	1.0
1140	5.0	 So I returned them and sprung for the real airpods	1.0
1141	5.0	 I have not regretted it	1.0
1142	5.0	 The battery life is amazing	1.0
1143	5.0	 My right ear tends to hurt slightly having the pod in but not such an issue with a plastic cover on it	0.0
1144	5.0	 The connectivity and setup is AMAZINGLY easy	1.0
1145	5.0	 I have two Iphones and the airpods connect effortlessly	1.0
1146	5.0	 I recommend these airpods	1.0
1147	3.0	These air pods are maybe great for young people	1.0
1148	3.0	 The battery only seem to last 2 or 3 hours, which is unreal to me	0.0
1149	3.0	 Kept falling out of my ear, lucky I haven’t lost one	0.0
1150	3.0	 Don’t notify you have a call, so you have to keep the phone out to answer it	0.0
1151	3.0	 I would return them if I could	0.0
1152	3.0	 I miss my old ones so bad	0.0
1153	3.0	 I recently changed over to all Apple products in December 2019	0.0
1154	3.0	 I love my phone though	1.0
1155	3.0	 No luck	0.0
1156	5.0	I love my AirPods	1.0
1157	5.0	 This older model requires a lightning wire connection to recharge, but works great	1.0
1158	5.0	 I use one bud at a time and alternate ears, recharging the unused, one so they can be used all day, then recharge the case overnight	1.0
1159	5.0	 The case can recharge the buds in 15 minutes several times before needing to be recharged itself	1.0
1160	5.0	 The charge last for at least two days it seems	1.0
1161	5.0	 I had a 5 1/2 hour flight and had music playing the entire flight and they never died unlike my previous Beats Wireless headphones that died after 3 hours	1.0
1162	5.0	 The sound quality is perfect and when I’m on conference calls everyone on the call can hear me perfectly without any background noise or static	1.0
1163	1.0	Appears to be a genuine product	1.0
1164	1.0	 However; when installed already had someone else's name pop up when I synced the EarPods to my phone	0.0
1165	1.0	 I expected to purchase a NEW product	0.0
1166	1.0	 Nothing in the ad suggests otherwise	0.0
1167	1.0	 This is not cool	0.0
1168	5.0	I finally broke down and bought myself some	1.0
1169	5.0	 I love the way they fit securely in my ears	1.0
1170	5.0	 I’m another person who has small ears, and some buds just won’t fit/stay in	1.0
1171	5.0	 Or maybe WE have perfect ears and the buds are made wrong	0.0
1172	5.0	 They hold a charge for many many hours of use	1.0
1173	5.0	 My only issue is getting them out of the cute little case	1.0
1174	5.0	I seem to drop one every time, but that’s no biggie	1.0
1175	5.0	 I wish there were a little ring on the case, like some of the storage cases	1.0
1176	5.0	 I highly recommend	1.0
1177	5.0	I have small ear canals and worried about comfort but these are the best I've ever used	1.0
1178	5.0	 I love the sound and usually if I'm going to be outside and need to hear other things happening, I just use one at a time and it works great	1.0
1179	5.0	 The connection between them and my phone is great, and I can be long distances from my phone or leave the phone in the house and they still work	1.0
1180	2.0	I feel like we have to replace and buy a new set every 2-4 months	0.0
1181	2.0	 I rely heavily on using the AirPods having to be on the phone a lot	1.0
1182	2.0	 Suddenly people on the other end of the line are not hearing me well or claim that I have a bad connection, even though reception is clear	0.0
1183	2.0	 When switching to phone, everything is fine	1.0
1184	2.0	 I have done numerous tries to troubleshoot with no luck	0.0
1185	5.0	I ordered these based on the reviews	1.0
1186	5.0	 The sound quality is amazing	1.0
1187	5.0	 I already have an Apple phone, so perfect fit	1.0
1188	5.0	 This model is really comfortable for my ears	1.0
1189	5.0	 I know a lot of people prefer the smaller ear buds, but I don’t have a problem with this design	1.0
1190	5.0	 Phone calls come through perfect too	1.0
1191	5.0	 I would definitely recommend	1.0
1192	5.0	 Easy to charge, absolutely love these	1.0
1193	5.0	These little Airpods are great	1.0
1194	5.0	 I had done extensive research before getting these and had seen a lot of hate online towards these earbuds by many tech reviewers	1.0
1195	5.0	 I’m not a audiophile, but I think these have awesome sound quality	1.0
1196	5.0	 Plus, they work great with an iPhone with the instant pairing	1.0
1197	5.0	 Are they expensive	0.0
1198	5.0	 Don’t fit in everyone’s ears	0.0
1199	5.0	 But they are worth it in my opinion	1.0
1200	5.0	 Better yet, get them on sale during Black Friday/Cyber Monday	1.0
1201	5.0	 They were $99	1.0
1202	5.0	99 for the 2020 holiday season	1.0
1203	1.0	These are are wonderful sounding but sadly the right air pod quit working after 2 months	0.0
1204	1.0	 I have talked to Amazon customer service three times and they have been wonderful	0.0
1205	1.0	" We have done all the ""trouble shooting"" tips and have been able to get them working"	1.0
1206	1.0	 But the next day the right side is again not working	0.0
1207	1.0	 This is my second set of air pods	0.0
1208	1.0	 I had the first generation but the microphone went out after 6 months so no one could hear me when I would talk a call	0.0
1209	1.0	 I waited for the 2 nd generation and finally got a pair delivered on July 7	1.0
1210	1.0	 It’s September 10 and after three tries with Amazon customer service I will be calling Apple	1.0
1211	1.0	 I’m not hopeful and don’t recommend	0.0
1212	1.0	 I only use these when walking outside so it’s not like they are getting a lot of rough, sweaty use	1.0
1213	4.0	This is definitely brand new AirPods	1.0
1214	4.0	 I really like this product	1.0
1215	4.0	 However, it is way easy to lose it	0.0
1216	4.0	 I’m very frustrated since I purchased this last month, Except high risk of losing it	0.0
1217	4.0	The price just dropped $30	1.0
1218	4.0	 I’m a broke student who saved up money for this product	1.0
1219	4.0	 I can’t believe that I overpaid it again	0.0
1220	4.0	 Can I still trust Amazon	0.0
1221	4.0	 Dumbest purchase ever	0.0
1222	5.0	By now I'm sure everyone knows these Apple airpods	1.0
1223	5.0	 The only thing I wish they'd do is curb out background noise for construction people	1.0
1224	5.0	 If he's on his and I'm on mine and he cuts a key, I sometimes jump a little at the pain coming into my eardrums	0.0
1225	5.0	 Other than that, for people who don't make loud noise all day, they're obviously very convenient and comfortable	1.0
1226	4.0	Great sound and mic quality	1.0
1227	4.0	Put it on and start listening; very easy to use	1.0
1228	4.0	When you need to share it with someone the whole second point above is gone	0.0
1229	4.0	 You need to go to bluetooth menu etc like any other headphone	0.0
1230	4.0	For non-iPhone, the whole ease-of-use is probably not there	0.0
1231	4.0	The touch actions on the earpieces are not very flexible	0.0
1232	4.0	 There are some good actions like Previous track, next track, Siri, etc	1.0
1233	4.0	 I wanted things like Pause call, Unmute mic	1.0
1234	4.0	 the things that might come in handy at a conference call	1.0
1235	4.0	 That is not there for AirPods	0.0
1236	2.0	When this product arrived there was a buzzing sound in the right earpod	0.0
1237	2.0	 Upon contacting Amazon about the issue they put us in contact with Apple and we have had to ship the product back to Apple for evaluation	0.0
1238	2.0	 We ordered the refurbished product with the belief that it would be functional	1.0
1239	2.0	 It was not	0.0
1240	2.0	Overall the customer service was great from Amazon, but I am now leery of purchasing refurbished again	0.0
1241	5.0	I recently got an iPhone 12 mini and caved in and bought these	1.0
1242	5.0	 Yes they're pricey but worth it IMO	1.0
1243	5.0	Very easy to use and so convenient	1.0
1244	5.0	 The sound is better than I expected	1.0
1245	5.0	 I like that you can feel the bass well	1.0
1246	5.0	 Sometimes they do slip out but you have to try out which way works best for you/your ears	0.0
1247	1.0	I can honestly say this was a bad investment	0.0
1248	1.0	 I wanted them so that I can talk on the phone with them in but they continue to disappoint	0.0
1249	1.0	 The battery life is horrible	0.0
1250	1.0	 The left never has as much charge as the right	0.0
1251	1.0	 The sound quality is so so	0.0
1252	1.0	 Not the best I heard from my other wireless headphones	0.0
1253	1.0	 I’m really disappointed at the price because I feel like these are cheap products that Apple made and tried to pass off as worth your money when they aren’t	0.0
1254	1.0	 They’re worst quality than wireless headphones that cost half the amount they do	0.0
1255	1.0	 Overall, don’t buy these	0.0
1256	5.0	The main appeal for me was that the Apple earphone design was actually better fitting for my smaller ears	1.0
1257	5.0	 Silicone tips genuinely bothered me enough that I switched and I'm glad for it	1.0
1258	5.0	 These do work for general sound quality	1.0
1259	5.0	 Honestly the extra mobility I get while I work is what makes these amazing, and the easy connectivity to my phone and laptop	1.0
1260	5.0	This is my first set of AirPods	1.0
1261	5.0	 I got them so I would be able to listen to music and podcasts while doing other tasks and charging my phone	1.0
1262	5.0	 So far, so good	1.0
1263	5.0	 The sound quality sounds great	1.0
1264	5.0	 Next time I’ll get the wireless because constantly having to charge another device is a bit much	1.0
1265	5.0	 Also I notice that it’s easy to lose AirPods around the house and the Find Me app on iPhone has not been helpful in finding them	1.0
1266	5.0	 Otherwise I think this is a good buy	1.0
1267	5.0	I’ve had these things for about a year now and they have been used almost everyday	1.0
1268	5.0	 I was really skeptical when I first got these	0.0
1269	5.0	 I thought they were fake, they weren’t, and a lot of people say that they’re fake which threw me off but they’re real	1.0
1270	5.0	 The battery life is good although the left one dies faster then the right, but what can you say when you use these all day everyday	1.0
1271	5.0	 As far as the sound goes, it’s good, not 500 dollar stereo overear headphones but it’s good	1.0
1272	5.0	Like any other Apple product, these AirPods are amazing	1.0
1273	5.0	 Easy to connect to your iPhone, super intuitive to use, great range (distance from your phone), small in size	1.0
1274	5.0	 The fact that you can recharge them directly from the case is another great plus	1.0
1275	5.0	 When you're not using them, just place them back in the case and they recharge on their own	1.0
1276	5.0	 I was so happy with this purchase, that I bought another set for my husband and one for my daughter	1.0
1277	5.0	 Highly recommends	1.0
1278	5.0	I had purchased a cheaper pair that I found online	1.0
1279	5.0	 They turned off unexpectedly, the battery ran down quickly you never know when they were going to work	0.0
1280	5.0	 So I got tired of the problems and ordered these Apple AirPods with Charging Case	0.0
1281	5.0	 I just love them	1.0
1282	5.0	 I have had no problems of any kind	1.0
1283	5.0	 They have work beautifully from day one	1.0
1284	5.0	 I wish I had not wasted my $50 on those other ones and just bought these the first time	1.0
1285	5.0	 They have great battery life	1.0
1286	1.0	 After 5 weeks of used they stopped working	0.0
1287	1.0	 I called for support and was not provided any assistance from Amazon services who sold them	0.0
1288	1.0	 What a waste of 150 for 5 weeks	0.0
1289	5.0	I had doubt on the $150 price for this Apple AirPods when it came out because it's so hard to justify the cost	0.0
1290	5.0	 I've had several wireless headphones before the AirPods, notably Motorola M9 and M10, and some other generic brands	1.0
1291	5.0	 None of them is truly wireless when compared to the AirPods	1.0
1292	5.0	 Most importantly, the AirPods feels comfortable when I wear it for a long time	1.0
1293	5.0	 This is is one major reason I bought this because the AirPods Pro, though incredible for it's noise canceling, is not suitable for long-time wearing	1.0
1294	5.0	 The battery of my older first generation AirPods is not good anymore, so I got this newer generation for $99 when it's on sale	1.0
1295	5.0	 I think it's a great deal and a must buy	1.0
1296	5.0	I was super against hopping on the AirPod bandwagon for a while I will admit	1.0
1297	5.0	 And I am so so so glad I bought them and so sad I waited so long to buy them	1.0
1298	5.0	 Great audio and noise cancelling	1.0
1299	5.0	 They stay in amazingly	1.0
1300	5.0	 I’ve worked out and had a bedroom dance party to test them and they stay in and sound is great the whole time	1.0
1301	1.0	 These came clearly used	0.0
1302	1.0	 Somebody else’s name already assigned to them, ear wax in both headphones (yuck), and a case that rattles	0.0
1303	1.0	Pretty lame to sell used stuff as new	0.0
1304	5.0	I never thought I’d own a pair of these, but after my corded Apple earphones got ripped out while working out 4-5 times, I said enough is enough and bought these	1.0
1305	5.0	 I’m so glad I did	1.0
1306	5.0	 The sound quality it great, they don’t hurt my ears, and they never fall out	1.0
1307	5.0	 Not to mention the Siri function is extremely useful when working out	1.0
1308	5.0	 I still think they’re a tad bit expensive for what they are	1.0
1309	5.0	I live for these AirPods	1.0
1310	5.0	 AirPods are life changing, like honestly	1.0
1311	5.0	 So yeah, get some	1.0
1312	1.0	SCAM	0.0
1313	1.0	 These were not new	0.0
1314	1.0	 They were originally bought 1,457 days ago	0.0
1315	1.0	 Found this out when I had to call Apple support because when I received them the left side never worked	0.0
1316	1.0	 They said to fix them would be $145 because they were out of warranty	0.0
1317	1.0	 So much for that Christmas present for my son	1.0
1318	5.0	Very happy with these headphones	1.0
1319	5.0	 For years I have been buying either knock off blue tooth headphones that either do not fit in my ears (they are small), stay in place during activity (such as running) and or are not compatable with my iphone	0.0
1320	5.0	 It is quite expensive, however worth it for wireless headphones that actually work for all of the above issues I had with previous headphones	1.0
1321	5.0	 The only downside is that occasionally the headphones are slow or delayed to react to a song change (with the double tap) or will fall out easily if I hit them accidentally	0.0
1322	5.0	 Otherwise they do stay in place well, I am just an accident prone person	0.0
1323	5.0	 The case is also nice so I do not loose them	1.0
1324	5.0	 I definitely recommend spending the extra $$ for these if you have an iphone	1.0
1325	5.0	these are my first Bluetooth earbuds	1.0
1326	5.0	 Honestly, no regrets	1.0
