index	rating	review	label
6605	5.0	 My daughter so very happy	1
6607	5.0	Headphones are great and make chores and gym easier as I don’t get the wire snagged like my other headphones in random things	1
6608	5.0	 Battery life is awesome and I’m between uses the charger case makes quick work of charging	1
6609	5.0	 I was concerned about running out of batteries because I will have heavy use occasionally	1
6609	5.0	 the case charges the pods quick and the case charges fully in like 10 minutes with them inside	1
6610	5.0	 GREAT buy, especially with Prime Day prices	1
6611	5.0	 Only issue is they don’t seem to cancel as much noise	0
6612	5.0	 Maybe because of some of the tech lime automatically pausing when one comes out kinda thing	0
6614	5.0	 Also when you get sweaty you have to pay more attention because they slide a little easier but overall an amazing upgrade to my wired ones	0
6616	4.0	 I was very excited and happy the first few months	1
6617	4.0	 Last two months I noticed that the battery ran very short	0
6618	4.0	 As matter of fact I use it much less these days and wonder if it’s genuine APPLE product	0
6619	4.0	 Very disappointed as for now	0
6620	4.0	 Back in summer I spent lot of time in gardening, listening to music and podcast	1
6621	4.0	 Now I only use for few phone calls	0
6622	4.0	 I would like the seller to contact me to see if a replacement can be granted	1
6623	4.0	 Otherwise I’ll need a new one	1
6624	4.0	Thank you for listening	1
6625	4.0	Good sound quality	1
6626	4.0	 I can just tap on it to play it but I haven't found a way how to pause it using just a tap	0
6628	4.0	 This one I like it much as no echo issue and able to hear each other quite well with good quality as well	1
6629	4.0	 Not all ear-buds fits well in my ear, but and this one too doesn't fit very well for long time, but for short duration it fits well	1
6630	4.0	 I am sure the issue must be with my ear, and nothing wrong with this product	1
6631	4.0	 It is a good quality ear-bud	1
6633	1.0	 I received one Apple AirPod (left ear) and an off brand (right ear)	0
6634	1.0	 I knew something wasn’t right when it kept disconnecting from Bluetooth	0
6635	1.0	 I usually wear one pod at a time but I put them both in my ear at the same time and noticed that one was longer than the other	0
6638	1.0	 I will never purchase from this seller again	0
6639	5.0	I didn't want to ""pay the price"" for authentic airpods and I tried off brands and other types but none are as good as the real thing	1
6640	5.0	I like these better than the 3rd generation because I don't like the ""squishy"" noise cancellation ear piece because I like to be able to hear alittle bit while I am walking	1
6641	5.0	 These sound good and the batteries last a long time	1
6643	1.0	These WERE amazing	1
6644	1.0	 Then out of no where the left microphone stopped working and no one could hear me	0
6645	1.0	 Then a few months later the right microphone stopped working	0
6645	1.0	 I couldn’t use them to talk to anyone	0
6646	1.0	 both have completely stopped working	0
6646	1.0	 I can’t use them to talk on the phone	0
6646	1.0	 I can’t even listen to music on them anymore	0
6647	1.0	 ABSOLUTE garbage for 150 bucks	0
6648	1.0	 Buyer beware and look elsewhere	0
6649	5.0	I always told myself I wouldn't get these because they looked so stupid	0
6649	5.0	I broke down one day and tried them out	1
6650	5.0	I'll never go back	1
6651	5.0	 They are so easy to connect	1
6652	5.0	 I was worried they would fall out of my ear easily but they don't	1
6653	5.0	 Great to use when you are at the gym or need to have your hands free without a cord in your way	1
6654	5.0	 You can change the settings on the double tap feature for each ear	1
6656	5.0	most of the time I only have one in so I am limited in what I can do without picking up my phone	1
6656	5.0	this is a very minor inconvenience	1
6657	1.0	If you have any problems, Apple will walk you through troubleshooting steps, then send you to Apple	0
6658	1.0	 Apple fixed but then issued reoccurred and now out of Amazon’s return timeframe	0
6659	1.0	 Now having to go back to Apple, but they won’t refund	0
6660	1.0	 Just keep having to get issue repaired again until warranty runs out	0
6661	1.0	 I love AirPods	1
6661	1.0	 there is virtually no way to get a refund for a defective set, it seems	0
6663	1.0	Do not buy these	0
6664	1.0	 I am not sure if it is because new airpods are out or if this is not through apple directly	0
6665	1.0	 My AirPods constantly fail to connect	0
6665	1.0	 at least once a week i will leave both in the charging case only to have one of them be dead when i wake up	0
6666	1.0	 Absolutely horrible product and doesnt work more often than it does	0
6667	1.0	 Please do not waste your money like I did	0
6669	4.0	 I have spent 100's of dollars trying to find a pair of headphones that work for me	1
6670	4.0	 these are still not them	0
6671	4.0	 If you have small ear holes these will fall out constantly	0
6672	4.0	 So, I honestly hate using these so much	0
6673	4.0	 with all that being said, they are VERY comfortable	1
6674	4.0	 they do not hurt my ears at	1
6676	4.0	 The sound is REALLY good	1
6677	4.0	 The convenience is the only reason I didn't return them	1
6678	4.0	 The battery life lasts FOREVER	1
6679	4.0	 I think I have charged them three times since I got them	1
6680	4.0	 They connect really easily too	1
6682	4.0	 The best way to know if they will fit and stay in is to wear the ones the phone came with exactly the same fit without the mess of a cord	1
6684	2.0	Very Disappointed with this Apple product	0
6685	2.0	 Had it for two years and didn’t think of buying the extended warranty as you’d think with the name of “Apple” it meant American even though made in China	0
6687	2.0	 Thanks Apple for taking my money in me buying this one of a kind worthless junk novelist item	0
6691	1.0	I purchased this back in October	1
6692	1.0	 When I received them I notice a like burned spot inside the case	0
6692	1.0	 I have very little time to worry about small marked I decided to overlook	0
6693	1.0	 Every time I used them no one could hear me on the other end	0
6694	1.0	 I was told that was to late and to have apple care deal with the issue, when I called Apple care I discover that not only the serial number was not listed	0
6696	1.0	 Now they don’t even turn on	0
6697	1.0	 I called amazon and the response was too bad go to Apple care	0
6700	1.0	 i this point I am to believe they selling refurbished item for new	1
6701	1.0	 they costumers support is unsupported	0
6702	1.0	 they disconnected the call while I was talking	0
6703	5.0	Had these airpods for 10 months	1
6704	5.0	 Still works great	1
6705	5.0	 Just advise that you have to clean these periodically, as it will tend to get dirty very quickly	1
6706	5.0	These air pods are quite light and very durable which is expected for a product coming from Apple	1
6707	5.0	 Sound quality is nice	1
6707	5.0	 there are other airpods out there that may perform better	0
6708	5.0	its status for longevity is still being observed, as I only had it for 10 months	1
6709	5.0	 I will keep this post updated if anything changes from this product	1
6710	5.0	I started teaching my yoga classes via zoom out of necessity	1
6711	5.0	 I set up my iPad and everything worked great, except the sound	1
6712	5.0	 I had to speak at full volume for anyone to hear me	0
6713	5.0	 It was exhausting	0
6714	5.0	 Then another teacher recommended these	1
6715	5.0	 I was hesitant to spend so much money hoping for a less costly solution	1
6717	5.0	 I can have my head down in a pose demonstrating and talking and can be heard by everyone	1
6718	5.0	 Love them	1
6719	5.0	 And I use them for listening to music or movies too	1
6720	5.0	 Brilliant product	1
6721	5.0	I got these for a good price on Black Friday	1
6721	5.0	I never used earbuds much because they were uncomfortable and/or didn’t fit right	0
6722	5.0	 I’ve been using them every day since they arrived	1
6723	5.0	 The sound quality is good for me and I like the fit	1
6724	5.0	 I’m a little concerned that some people had problems with them not working after a short time so i will update if that happens	0
6725	5.0	 So far so good	1
6728	5.0	If you are not a fan of silicon plugs and have around 100$ to shell out these 2nd gens are nice as crap	1
6729	5.0	 Something about how fast they connect and I guess my ears evolved specifically for these as they are comfortable	1
6730	5.0	 I don’t regret buying them to any degree	1
6731	5.0	I never thought I would own a pair of these since I would prefer wired headphones but since I got a new iPhone and it didn’t come with a headphone jack I went ahead and bought this	1
6732	5.0	 So far I’ve been impressed with these AirPods because I could be listening to music or a podcast and just have the phone sitting on a table	1
6733	5.0	 Battery life is excellent since I don’t use it often	1
6734	5.0	 Overall I’ve been enjoying my AirPods	1
6735	2.0	Overall I'm impressed with the sound quality	1
6736	2.0	 The connectivity works 90% of the time	1
6737	2.0	 Another complains is that there is no external charging light indicator	0
6738	2.0	 You have to open the case to confirm that the device is being charged	0
6739	2.0	 However my biggest complaint is that there is a ridge between the two pieces of molded plastic which has a cutting affect on my ears	0
6740	2.0	 My ears literally bleed after wearing them for a week	0
6741	2.0	 These are my second Generation 2 Apple EarPods, both have the same problems	0
6742	2.0	 For the price, I expect more from Apple	0
6743	2.0	The airbuds worked great for a few weeks	1
6743	2.0	the right earbud stopped working completely	0
6744	2.0	 I tried everything to get it to work	0
6746	2.0	 What kind of warranty is that	0
6747	5.0	These Airpods came in brand new as expected	1
6748	5.0	 I got these for my girlfriend since she got me some so I had to return the favor	1
6749	5.0	 They have an amazing sound quality	1
6749	5.0	 they connect to your phone almost right away	1
6750	5.0	 It’s a little more difficult for people like me who only use one side most of the time since sometimes they won’t catch that it’s in your ear but they’re still great products	1
6751	5.0	The charging speed of Airpods is INSANE	1
6751	5.0	you can fully charge them in like 30 minutes	1
6752	5.0	 they’ll get charged most of the way in like 10 minutes and they still last a long time before having to charge them	1
6753	3.0	Overall AirPods are a good product	1
6753	3.0	they do well for what they are intended	1
6755	3.0	 My bottom-line recommendation, is if you can live with the heavier and larger Amazon Echo Buds, the latter are a FAR better value for the money, and work just as well as AirPods	0
6756	1.0	Once I dropped my AirPod at TSA, I turned around 2 seconds later to find the one AirPod and the feature to find my that was ringing stopped though the AirPod wasn’t dead	0
6757	1.0	 Since then I haven’t been able to connect my other AirPod all though my AirPod is charged and all	0
6758	1.0	 I tried to reset and nothing	0
6759	1.0	 So now I need to buy a whole new set	0
6760	1.0	 I have insurance, so hopefully I can get it resolved	1
6763	5.0	 The knock-off’s earbuds don’t fit the ear the same way and fall out easily	0
6763	5.0	 the connection between the iPhone and the earbuds is spotty	0
6763	5.0	 the battery life is not anywhere near what the AirPods offer, and controlling the knockoff is a nightmare	0
6764	5.0	 If you’re waffling about spending the money and you really want excellent sound quality and the rest of the differences	1
6765	5.0	 Yes they are priced higher than I wish they were	0
6767	5.0	First I was disappointed with the fit in my ear	0
6768	5.0	 My old Apple wired Earbuds sounded better	0
6769	5.0	It can be tricky to position them in your ears	0
6776	5.0	 People should go to the Apple website/Airpod support and read everything about the different versions of Airpods and Cases	1
6777	1.0	I bought this ""NEW"" airpods, and NOT ONLY they where used, but they where BROKEN	0
6778	1.0	As I got them more than 60 days later than when I bought them, amazon did not return me the money and there was nothing that they could do	0
6779	1.0	Luckily the airpods are originals, so apple did change both earbuds	1
6780	1.0	 I lost 5 month of warranty and of course the charging case is used, as the airpods were being used since September 2020 by I dont know who and I got them on February 2021	0
6782	4.0	I have owned these AirPods for a little over a month	1
6783	4.0	 During that time, my AirPods where amazing, great sound quality, great battery life, and it doesn’t fall out the ears	1
6784	4.0	 It’s way better than the standard earphones that you get with a new iPhone	1
6786	4.0	 Unfortunately, the charging case was completely unresponsive, it never turned back on despite leaving it charging for more than a day (yes I used different chargers and yes they all worked on my phone)	0
6787	4.0	 I contacted apple about it and I was offered a $40 replacement for a problem I didn’t ask for	0
6788	4.0	 Apple is so greedy lol	0
6790	5.0	I love them	1
6791	5.0	 I’ve been one of those people who never wanted earbuds but i finally decided to try them as they were on sale	1
6792	5.0	 I’m so glad i did, i love them	1
6793	5.0	 The sound is great, no noise and they last a long time battery-wise	1
6795	2.0	I purchased these AirPods for $99	1
6796	2.0	 After receiving them and charging them overnight I use them for one hour	0
6797	2.0	 the left AirPod lost 50% of its power during that one hour of use	0
6798	2.0	 I contacted Apple to see if I could get a warranty replacement	0
6799	2.0	 After confirming the serial number several times Apple was not able to confirm the legitimacy of the AirPods	0
6800	2.0	 I immediately sent them back to Amazon	0
6801	2.0	They appear to be legitimate	1
6802	2.0	 They look to be brand new the packaging appeared to be new and legitimate	0
6803	2.0	 However I got a little gun shy after Apple could not verify the serial number	0
6804	3.0	I keep losing these because they just wont fit snug	0
6805	3.0	 They're not noise cancelling so i hear a bunch of crap	0
6809	4.0	I LOVE the quality of these ear buds	1
6810	4.0	 The issue I have is that twice in a week the right one has quit working	0
6812	4.0	 I think they arrived on Monday	1
6813	4.0	 I had to delete off my phone and then reinstall them to make it work	1
6814	4.0	 Then yesterday the right one turned off	0
6815	4.0	 I could not get it to come back on	0
6816	4.0	 I put them in case and it showed battery was just 3%	0
6819	4.0	 That is quite disappointing	0
6821	5.0	I gave sound quality a 4 star because overall that is how I view them	1
6822	5.0	 Listening to music, ummm not so optimal but it is bearable but this come from someone that has Bose headphones	1
6823	5.0	 But I didn't purchase these for music obviously, so the features it has and the quality of sound for call taking is great	1
6824	5.0	 It actually what I expected and exceeded expectations which is why i bought the less expensive version only used for taking calls on the go and around the house	1
6830	5.0	out of all the buds I have tried, these are really top notch for music, they don't seal your ear, so theirs no ear pressure, the call quality is outstanding	1
6831	5.0	 I can hear everything quite clearly on the other end when I call my wife	1
6832	5.0	 It was not like that with all the other wireless buds I have tried, including my pair of BeatsX	1
6833	5.0	 It's like it's a wired connection	1
6834	5.0	 The new H1 chip is really great	1
6835	5.0	 That being said, they are not as comfortable as my beatsX, I can wear those all day	1
6836	5.0	 These I couldn't wear for more than 20 mins before they started hurting my ears alot	0
6837	5.0	 If you have small ears, these may do the same for you and you may need the beatsX style earbuds like me	0
6838	5.0	I recently upgraded my AirPods - I have a 2017 pair, and I just upgraded to a 2020 pair	1
6839	5.0	 It's absolutely worth it	1
6840	5.0	The battery life is so much better	1
6841	5.0	 Also, it reads your texts to you and Siri will even let you text back just by talking to her	1
6842	5.0	 These ones are so much better	1
6843	5.0	Highly recommended - worth the money	1
6844	1.0	These are Previously Owned	1
6848	1.0	 In addition, they had scuff marks on the case as well, with a bit of Dr Antonios hand grease or pocket dirt on the case button	0
6849	1.0	 Incredibly, they were sealed like a new pair	0
6850	1.0	 If you don't want a used pair, avoid these	0
6851	1.0	 These work fine, but I did not pay for a used item, or should I say Preowned	0
6852	1.0	Good point is that Amazon took care of me on this purchase	1
6856	1.0	I bought these as a gift	1
6858	1.0	 Upon receiving I noticed the plastic wrap was missing	0
6859	1.0	 I opened the box and all appeared to be ok, the wrap around the case was intact, information was there, charge cord there	1
6860	1.0	When I gave the gift, we opened up to charge and I saw it didn’t look shiny and new- there were scratches	0
6861	1.0	 And then from my pictures you can see they are dirty- with someone’s earwax	0
6863	1.0	I am promptly sending back and will re purchase at a store where I can see they are brand new	0
6865	5.0	I have only had these about a week so we will see how they do over time but my first impressions are very positive	1
6866	5.0	 I have had two sets of cheaper ear phones that have had horrible battery life and pretty short lives overall so I decided to spend the money on Apple air-pods this time	1
6867	5.0	 The battery time is much better and when they do need to be charged the fact that they recharge in their carrying case is a big deal	1
6868	5.0	 I've gone a couple of days without having to plug them back in to a power source	1
6869	5.0	 Sound quality has been good to this point	1
6870	3.0	I had two issues with these ear buds	0
6871	3.0	 First, I do not have an apple phone, and while the ear buds are supposed to work with other devices - and they do - the sound quality is quite poor	0
6872	3.0	 the volume level is just so-so at max volume	0
6873	3.0	 I was disappointed because the item I wanted them to work with was an Apple product	0
6874	3.0	 I took it to the Apple store near me and the tech person who worked with me agreed	0
6875	3.0	 So, if you are buying to work with your Apple phone (which my wife has), they are fine	1
6876	3.0	 Other than that and you will be disappointed	0
6879	2.0	 when i got them they worked flawless, if only they had stayed that way	1
6882	2.0	 i reset them over 100 times pissed off because i had just spent 160 dollars on earbuds that had the durability of paper	0
6883	2.0	 keep in mind i didn’t drop them a single time when this had happened	1
6884	2.0	 i ignored it and just used one earbud	0
6885	2.0	 this became a big problem when i wanted to block out noise when riding the bus	0
6887	2.0	 i had heard rumors about them becoming quiet due to wax build up but i made sure my ears stayed clean 24/7	1
6888	2.0	 but it happened to me anyways	0
6889	2.0	 i searched up how to fix it and i used all the things they told me to do, but nothing worked	0
6890	2.0	 so i did the only thing i knew would actually work, i poked out the mesh inside of the airpod where the music comes out	0
6892	2.0	 anyways if you buy these and they cut in and out go return them because you have a year warranty and i didn’t notice that so don’t mess up like i did and poke out the mesh in the earbud and void your warranty	1
6894	5.0	 Which all have apple phone, I pads and air pods	1
6895	5.0	 I got my daughter air pods for Christmas 2019	1
6896	5.0	 Since the left ear bud stopped working and the case has metal fragments in it	0
6897	5.0	 Cleary a defective case	1
6898	5.0	 I called customer support and was given 2 options	1
6899	5.0	 Take it to a apple store or best buy	1
6900	5.0	 All which are closed in PA due to Covid 19	0
6901	5.0	 Or pay a refundable deposit of 59	1
6907	5.0	 Who also said that is all I can offer you at this point	0
6908	5.0	 This burned my butt, since I have spent a lot of money on Apple products over the years	0
6916	1.0	Ordered back in May 2020 charging case isn’t working as of July 2020 so the return window is closed had to go through apple support and they wanted $70 to replace the charging case on top of the $130+ that I had already spent that would make $200	0
6917	1.0	 All I needed was what I payed for, which is a working AirPod case the Earbuds still work	1
6918	1.0	 So thanks but no thanks	0
6919	1.0	 This is the second pair I’ve gone through from the year prior, I feel absolutely cheated out of my money so yes I am leaving a bad review for the faulty product you sold me	0
6921	5.0	Great airpods	1
6922	5.0	 Low latency, good sound quality	1
6923	5.0	 Please put in the dissription that these are GENERATION 2 Airpods so people won't get confused to whether they are getting gen 1 or gen 2 airpods	0
6924	5.0	 I had to look up my serial number on the apple site to make sure, and these are generation 2 airpods not generation 1	1
6926	5.0	 So this is truly the latest model	1
6928	2.0	These were alright until they stopped working	0
6929	2.0	 Overall, the quick connection and being able to have either the right or left earbud in was great	1
6930	2.0	 They work smoothly with the apple software	1
6931	2.0	 However, I would not recommend these for runners	0
6932	2.0	 I was unable to keep them in my ear when running and was constantly worried about them falling out	0
6933	2.0	 After three months of regular use the right earbud stopped working	0
6934	2.0	 For something this expensive, they should last much longer	0
6935	2.0	 I would recommend getting a cheaper pair from somewhere else	0
6938	1.0	The battery Apple used for this product is probably the worst in line	0
6939	1.0	 After half a year of using the airpods literally only last 2 hrs and I had to alternate	0
6940	1.0	And after using these for about a year, my friends told me my voice over the phone was choppy and was hard to pick up	0
6941	1.0	 I tested a few times and found out it was the mic in the left pod that wasn’t working	0
6942	1.0	 When I brought these to the Genius Bar they wouldn’t even try to figure out the issue and refused to fix it, simply told me to “buy a new pair”	0
6943	1.0	I’ve been using apple products since Apple Shuffle, iPod, and all the way now to MacBooks and airpods, this is the first time that Apple wouldn’t even try to fix their thing	0
6944	1.0	 This really pissed me off, I will never recommend anyone to even think about buying their airpods (or pro) simply coz these are bad quality, and the manufacturer will def drop the ball if anything would happen	0
6945	5.0	These are great headphones, I wear them working out and at work and the sounds is great	1
6946	5.0	 They aren't noise cancelling, but I haven't noticed any issues with it at the gym or at work	1
6947	5.0	 Sometimes they cut in and out so the connection can be weird, but that may just be my phone, and it's only happened 2-3 times	1
6948	5.0	 I recommend airpods to everyone I know	1
6949	5.0	 Very convenient to wear and stay in my ears perfectly	1
6950	1.0	Received the item and the left ear bud didnt work at all	0
6953	1.0	the replacement pair came in and they work just fine	1
6954	1.0	Says new but they are used	0
6957	5.0	 I got these for my 11 year old for Christmas	1
6958	5.0	 He absolutely loves them	1
6959	5.0	 They charge quickly and hold a charge for a while	1
6960	5.0	 My son plays basketball and can be rough	1
6961	5.0	 They work perfect despite being dropped	1
6962	1.0	I own many apple products, from phones to iPads to watches to AirPods	1
6963	1.0	I bought 2nd generation AirPods for my son, at the time they were the latest model	1
6964	1.0	I have never needed to contact customer service at Apple until now	1
6965	1.0	 It was the worst customer experience ever	0
6966	1.0	 After seven months, the AirPods were no longer functioning normally	0
6967	1.0	 It took 2 1/2 hours on the phone to find out that I needed to spend $150 to get my warranteed product replaced	0
6968	1.0	 They promised to reimburse me	0
6969	1.0	 But this was not an acceptable solution for me	0
6970	1.0	 I had to spend $150 just to mail back the product and get a replacement	0
6971	1.0	 Then I was told I would be reimbursed	0
6972	1.0	 That price is more than the AirPods are worth today	0
6973	1.0	 And I was told I could not speak to anyone higher up	0
6974	1.0	 I am severely disappointed in apple’s customer service	0
6975	1.0	 And I will rethink any further Apple purchases	0
6976	5.0	I ordered my husband a set of AirPods	1
6977	5.0	 When delivered, the postman did not follow instructions on where to place packages which are posted all over my place	1
6978	5.0	 The AirPods were chewed by a dog	1
6979	5.0	 I called amazon and they replaced the set quickly sending me a return label for the damaged one	1
6980	5.0	 I appreciate their fast customer service and that this we resolved so well	1
6981	5.0	 I will continue to order	1
6982	5.0	As far as the actual AirPods, I don’t know why we have lived so long without them	1
6983	5.0	 They’re “smart” switching on when I put them in my ears	1
6984	5.0	 They have a long battery life and great sound	1
6985	5.0	 Love them	1
6986	1.0	This is my second time buying these airpods because i lost one of pods last time	0
6987	1.0	 But i won’t lie there was a probably with my old pair which i got from the same buyer	0
6988	1.0	 Like the fact that the right bud wouldn't charge sometimes or bluetooth just wouldn’t work	0
6989	1.0	 Now i’m having the same issue and its not even two weeks in since i got these	0
6990	1.0	 Do yourself a favor and get them from the apple store instead	1
6991	1.0	 These are fake	0
6992	1.0	Bought a pair off Amazon, and had a lot of connectivity issues	0
6993	1.0	 Took it to genius bar apple and they replaced both headphones and now the right ear is good volume and the left is nearly non-existent	0
6995	1.0	 There is high demand for support of products which delays service you need to fix issues	0
6996	1.0	Update since last review, the right airpod has now gone out	0
6997	1.0	 Not even a year old and totally worthless	0
6998	1.0	 Worst pair of headphones I've ever had	0
6999	5.0	This is the real deal	1
7000	5.0	 I thought it might be a copy but no It is Apple	1
7001	5.0	 Thes AirPods are such a convenience	1
7002	5.0	 I can keep my phone near the window where receiption is good and use the airpods for phone calls	1
7003	5.0	 Love them for a walk	1
7004	5.0	 The value of these are great I already owned airpods but lost the right ear peice	1
7005	5.0	 Apple would replace one piece for $63 plus shipping	1
7006	5.0	 This buy from amazon included both ear peices, charging case, cable for $119	1
7007	1.0	These replacement AirPods stopped working after a few months with my original charging case	0
7008	1.0	 Took them into an Apple store to be looked at and the tech informed me the AirPods were a replica and not actual Apple brand pods	0
7009	1.0	 In fact when the tech ran the serial number it came back that the same serial number was registered to 28 other fake AirPods out there as well	0
7010	5.0	Sound quality is good	1
7011	5.0	 I love how smoothly my AirPods synced up with my iPhone straight out of the box and pair immediately when I put them in my ears	1
7012	5.0	 There is not really any noise cancellation, but these do t really claim to so I don’t hold that against them	1
7013	5.0	 They are surprisingly comfortable to wear	1
7014	5.0	 I use them for work because I am on the phone my entire shift	1
7015	5.0	 The battery life is about 2 hours when talking on the phone before needing charged	1
7017	5.0	 Nice thing is I can take one out and have it charging then switch and charge the other, all without interrupting my calls	1
7018	5.0	 Really, only complaint is battery life, but I get it	1
7019	5.0	 They are small and wireless	1
7021	5.0	 I’m sure that will improve with newer versions	1
7022	5.0	Gave this as a gift and they really enjoyed the how comfortable it fits within their ears	1
7023	5.0	 Tested out noice cancellation and that feature works like a charm	1
7024	5.0	 They could not hear me speak at all while it was on	0
7025	5.0	The quality of the sound from the speakers could be better	1
7026	5.0	 Battery life is okay lasts about 3-4 hours with music and definitely less with calls	1
7027	5.0	 At least you’ll have the charging case to charge it when not in use	1
7028	3.0	It’s been almost a year since I bought these and they have officially stopped working	0
7029	3.0	 They connect to my device, they pair, they hold a charge, but the sound doesn’t transmit	0
7030	3.0	 I’ve tried all the fixes	0
7031	3.0	they’ve worked in the past but not anymore	0
7032	3.0	 Seriously disappointing	0
7034	3.0	 When they worked, they worked pretty well	1
7036	3.0	 I’ve gone back to wired headphones	0
7040	4.0	 I' m hooked	1
7041	4.0	I use them for international and local US conf calls ALL day long and they are great	1
7042	4.0	 While I do forget they are in , after a long time in my ears, my ears get annoyed/sore	0
7043	4.0	 I have small ears	0
7044	4.0	I would like if there was a small version or cushion	0
7045	4.0	I've been through a seriously long list of bluetooth headphones for exercise and business, and these are definitely the best to date	1
7048	1.0	 the case was completely dead and would not charge	0
7049	1.0	 I tried trouble shooting them by holding down the power button to hard reset and nothing worked	0
7050	1.0	 Returned them on February 11th and am still waiting on a replacement	0
7051	1.0	 I keep having to go in and approve delayed shipments, but I’m about ready to just cancel and order the newer version	0
7052	1.0	 This is too much of a hassle for earbuds that don’t even fit in my ear properly	0
7053	5.0	Bought these because wires are so early 21st century, pleased to say it's a fairly uncompromising product	1
7054	5.0	 Easy to use, great audio quality (especially considering their size), and they're surprisingly pleasing from a tactile perspective	1
7056	5.0	It's especially pleasing considering how many products these days disappoint in some way or another, though I think these fit the bill of a ""premium"" product	0
7057	3.0	First of all, the product title says ""Latest Model"" but I received the air pods generation 1, which may or may not explain my disappointing observations	0
7058	3.0	 I had a lot of expectations for these air pods because they were $140	0
7059	3.0	 When I used them for the first time, I was shocked at how cloudy/faded out the audio was	0
7060	3.0	 It also has very little to no noise cancellation	0
7062	3.0	 The battery only lasted me roughly 3 hours and then it had to go back into the charging case	0
7063	3.0	 The only pros was that these air pods looked nice, the fit was comfortable-- I wouldn't recommend it unless you just want it for the hype	0
7064	3.0	 I've bought cheaper wireless earbuds that sounded much clearer and better and lasted me a few days without charging (7-8 hours of use)	0
7066	4.0	If you're looking for something that will be very loud this might not be it	0
7067	4.0	 It has great sound but isn't the loudest product	1
7069	4.0	 I Personally cant go on long runs/ or sprint on a track with them in without adjusting them over and over again	0
7070	4.0	 Yes they have fallen out while doing sprints	0
7071	4.0	They are comfortable and the battery life on the case and each Air Pod is great	1
7072	5.0	It was time for new ear buds	1
7073	5.0	 My 2 year old horse shoe around your neck LG ones only worked if you kept your phone in your shirt pocket	1
7074	5.0	 I didn’t want to spend that much money but so glad I did	1
7076	5.0	 The sound is as good as my home stereo	1
7076	5.0	 they work completely with my 4-5 year old IPhone SE and my 7 year old IPad	1
7079	5.0	 I wish I had tried these first	1
7080	5.0	 The sound quality is amazing	1
7081	5.0	 They are comfortable to wear and the microphones are great	1
7082	5.0	 The only thing they lack is volume control which would be a very nice feature	1
7083	5.0	 These may not be the latest and greatest, but they are good enough for me	1
7084	4.0	I own an android and this is by far the only good product that Apple has	1
7085	4.0	 It works nicely with my phone connects quickly and the sound is great	1
7085	4.0	 I would recommend this to my friends the only flaw that I see in this is that you can't skip songs on Android at least	1
7087	4.0	 Overall great stuff	1
7088	4.0	 For the price it's a bit expensive but if you get it on sale it's well worth it	1
7090	1.0	 I spent a combination of close to 4 hours on the phone trying to get this resolved	0
7091	1.0	 Finally, amazon said I could return them	0
7094	1.0	 They were BROKEN	0
7097	1.0	 You just made her mow four more lawns to rebuy the same headphones	0
7098	1.0	 Pretty rotten	0
7099	1.0	This product broke just out of warranty	0
7100	1.0	 Not just one pod both pods and the charging case have broken with all different issues	0
7102	1.0	 Very disappointed and out a lot of money	0
7105	5.0	 The sound is beyond awesome	1
7106	5.0	 I’ve had several sets of wireless earphones, but nothing like this	1
7107	5.0	 I’ll have to let you know about battery life since I just got them	1
7108	5.0	 They were so easy to pair and then your ready to listen	1
7109	5.0	 Someone told me what a big difference there would be and that’s why I ordered them	1
7110	5.0	 He was so right	1
7111	5.0	 I’m going to enjoy these AirPods	1
7113	5.0	I bought these to listen to music, but now I use them for everything	1
7116	5.0	 Anyhow, it’s a great product I wish I would’ve spent a few more dollars and bought the wireless case	1
7117	5.0	 And they are waterproof, I did wash them in the case at the laundry mat on heavy soil	1
7119	5.0	I love them they sound great work great look great good deal I only needed the 1st gen I understand the 2nd gen is a little more upgraded but who needs it	0
7121	5.0	 I would buy if you want to splurge	0
7122	5.0	I like how easy to use they are, how good is the sound	1
7123	5.0	 I like the little charging box	1
7124	5.0	 I have not found a way to control the volume without invoking Siri	0
7125	5.0	 The battery is reasonably durable but I wish it lasted one full day	1
7127	1.0	Worst bluetooth ever	0
7128	1.0	After a month use, right earpiece is fading out	0
7129	1.0	 When I make a call, the part on the other side barely hears	0
7130	1.0	 Many of this cases were reported to Apple(according to apple support community), but Apple doesn’t even have any solution for a long time	0
7131	1.0	 This happens to Airpod and Airpod Pro	0
7132	1.0	But my left part earpiece keep falling out and I can’t even make a call with this bad designed product	0
7133	1.0	My old $20 Bluetooth or my son’s Galaxy buds works much better than this airpod	0
7134	3.0	First pair stopped working after 2 weeks	0
7135	3.0	 Amazon tech support tried to troubleshoot several times but finally they requested that I exchange	1
7137	3.0	 Will provide update on new pair, hopefully they will last	1
7138	5.0	Gift for my grandson	1
7139	5.0	 He was thrilled to get them	1
7140	5.0	 I also have a pair and that's the reason I bought him a set too	1
7141	5.0	 The quality of the product overall is good	1
7142	5.0	 The sound outside & noise canceling of cars going by is wonderful but you can still tell what's going on around you for safety purposes which was important to me	1
7143	5.0	 They are not waterproof so when walking in the rain I use the hood on my rain jacket to keep them dry	1
7145	1.0	I noticed the headphones did not consistently charge in the case	0
7146	1.0	 It was very finicky and would lead the the airpods being dead half the time I would reach for them	0
7147	1.0	 Ultimately, I took them to the Apple Store, who then sent them off to be fixed/replaced	1
7151	1.0	I purchased these airpods in November	1
