,rating,single_review
1511,1.0," Now, I have to send my product BACK to Apple for them to repair it"
1512,1.0," Honestly, save your time and either buy it at a big store"
1513,1.0, Don't buy through Amazon
1514,3.0,I bought these so I could listen to music while out on walks with my dog and Zoom calls
1515,3.0," After using them for a few months, I have some thoughts on this"
1516,3.0, I have a pair of over the head headphones that are noise cancelling
1517,3.0, They were cheap relative to the air pods and they deliver great sounds when I play music on them
1518,3.0, The airpods were only okay at 3x the price of the headphone
1519,3.0," They don't fall out of my ear while walking or jogging as some people have reported, but if I go to tuck my hair behind my ear or rest my head on something, they fall out because of the long tail it has on them"
1520,3.0, The AirPod pro looks like it would sit better in your ear and not get easily knocked out since it has a much shorter tail
1521,3.0," All that said, I tried cheaper blue tooth ear pods and they were terrible and kept disconnecting from my phone so I gave this 3 stars because the sound is good enough for walks and stays connected to the bluetooth"
1522,3.0, The battery life for using it for calls is pretty short (around 2 hours) but I've never run the battery out on them listening to music
1523,3.0, The wireless charging case recharges them very fast and I consider that a huge plus
1524,3.0, The AirPod pro is likely much better but I'd still buy these over the AirPod 2 just because of the huge price difference
1525,4.0,"These aren’t exactly “latest model,” using my definition of those words, or my 13 year old daughter’s definition"
1526,4.0, My daughter specifically requested the most up-to-date generation 2 AirPods on her Christmas wishlist
1527,4.0," Shopping in a hurry, I saw “latest model” and a reference to 2nd generation and bought these for her"
1528,4.0, The actual AirPods themselves are gen 2
1529,4.0, They do have a model number with a “2” in the second digit
1530,4.0," However, THEY DO NOT HAVE THE EXPECTED WIRELESS CHARGING CASE"
1531,4.0," This is basically a gen 2 AirPod, in a gen 1 case"
1532,4.0," If you do a browser search on how to identity gen 1 from gen 2, you’ll quickly find an Apple support webpage listing the methods for identification"
1533,4.0," The case is one of those methods, along with model number etc"
1534,4.0, This explains why my daughter expected the “latest model” would include the wireless case
1535,4.0, This feels like an intentional bait and switch by Apple
1536,4.0, I do not think any of this is Amazon’s fault
1537,4.0, I ordered a pair for my son online from a National Retailer
1538,4.0, That one also said “latest model” and the same thing happened
1539,4.0," So, if you are buying these for someone who specifically requested gen 2, don’t get this one"
1540,4.0, Read carefully and get the one that specifically mentions the wireless charging case
1541,4.0," At this point my daughter is so disappointed with her gift, I am going to have to buy the wireless case separately, which in the end, is going to cost way more"
1542,4.0, Don’t make the mistake that I made
1543,4.0," On a positive note, overall, these are great quality genuine Apple headphones"
1544,1.0,"Lost the left then both - wont charge, wont reset and wont pair of course"
1545,1.0," They worked with a new iPhone 12 pro for the time since purchased in Oct 26, 2020 - dead and replaced on June 19, 2021"
1546,5.0,I bought these for my wife as a present and she absolutely loves them
1547,5.0, She has smaller ears and it's hard for her to find comfortable earphones
1548,5.0, She really liked the ones that come with iPhones but she would catch the wire on everything
1549,5.0, I bought her some Bluetooth ones that just didn't fit right so she never used them
1550,5.0,These were exactly what she needed
1551,5.0, The fit her smaller ears and keep her cord-free
1552,5.0, They utilize touch controls on the side of the headphones that are not buttons
1553,5.0," The case is just the right size to carry them in a pocket or purse and it even charges the headphones when you are storing them, even when the case is not plugged in"
1554,5.0," So, when it says ""wired"" in the description, it means that you charge the case via USB but when you unplug it, it has its own battery that charges the ear-buds"
1555,5.0, She's been using them for a couple of weeks so far and I don't think she has charged the case more than once
1556,5.0,"Yes, they are a bit pricey but they are definitely worth it to make her happy"
1557,1.0,I bought these under the impression they were new unused AirPods which they weren’t
1558,1.0, They had been named by a dude who’s name showed up on my iPhone when I went to use the AirPods for the first time
1559,1.0, I googled his name and found him on Instagram
1560,1.0, Shady on the part of Amazon
1561,1.0, On top of that the AirPods don’t hold a charge for more than 3-3
1562,1.0,5 hours
1563,1.0, Not acceptable
1564,1.0, Returning
1565,4.0,I wasn't sure how much I would use or like the AirPods Gen 2 when I first purchased but have really been pleasantly surprised by how often I reach for these over my old trusty wired ear buds
1566,4.0,Fit: I had no issues with fit; the Apple EarBuds always fit comfortably and snugly and these were no different
1567,4.0, I would say though that if the EarBuds didn't fit then the AirPods probably won't fit either
1568,4.0, I've seen some custom accessories to make more snug but imagine they wouldn't sit right in the charging case
1569,4.0,Connectivity: Apple has really made the bluetooth connection seamless which was always a tedious process on other wireless ear buds I've used
1570,4.0, I just pop them in my ear and within seconds I hear the chirp that they're connected - huge plus
1571,4.0,Sound Quality: I would say the sound quality is better than good but not quite excellent
1572,4.0, I think there is room for improvement in that regard
1573,4.0, No interference or anything but the base isn't very deep
1574,4.0,"Battery Life: Again, I would say this is any area where it is better than good but not quite excellent"
1575,4.0, On a full charge the case and buds will get me through about a day and a half before recharging but that is with relatively light usage
1576,4.0," It is convenient that they are recharged with a lightning port as I have them everywhere now (work, car, office)"
1577,4.0,"Overall, I would say I'm very happy with my purchase of the AiPods Gen 2"
1578,4.0,Dope
1579,4.0,once you get them you’ll realize you really needed them 
1580,4.0,lol I know paying $150 is crazy but you’ll see when you get them 
1581,4.0,only reason I didn’t give 5 stars is because the AirPods keep disconnecting on Group FaceTime 
1582,4.0,other than that everything good
1583,5.0,This thing performs well in all of the standard headphone categories like:
1584,5.0,- great sound quality
1585,5.0,"- stays in ears (at least mine - i'm a normal sized guy, 5'10"" 190lbs)"
1586,5.0,- great battery life
1587,5.0,- fast charging
1588,5.0,- great noise cancelling
1589,5.0,- works amazing as a 2-way (i use it for conference calls while walking down busy streets and airports all the time and rarely get people saying that background noise is distracting)
1590,5.0,Where this thing blows away all competition is just the magic of how effortlessly it works
1591,5.0, Open the case lid and your phone asks you if you want to set up your new AirPods
1592,5.0," Once it's set up, pop them in your ear and whatever you were playing on the phone goes to your AirPods"
1593,5.0, Then pop them out and whatever you were listening to automatically pauses
1594,5.0, You get helpful little sounds when the battery starts running down
1595,5.0," To charge them, just pop them back into their case (which itself stores probably 4 or 5 full charges for the headphones) and they'll be workable again in about a minute, and fully charged in about 10 minutes"
1596,5.0," (I haven't actually timed this, that's just anecdotal)"
1597,5.0,I get that there are much cheaper wireless headphones out there but anyone who has ever used AirPods can tell you these are another level of convenience and quality
1598,5.0," Once you use these you'll never go back to non-Apple products, at least not for use with an iPhone"
1599,4.0,Pros:
1600,4.0,- I carry them everywhere in my jean's pocket because they are so small
1601,4.0,"- They ""just work"" no lag or trying to get them to pair to bluetooth, they always connect and work"
1602,4.0,Neutral:
1603,4.0,"- Battery life is good for how small the buds are, but the case is great in that it has extra charge capability"
1604,4.0,Cons:
1605,4.0,- I can only wear them for 45mins tops before my ears start to hurt
1606,4.0, Very uncomfortable any longer than that
1607,4.0,- Sounds quality has a lot to be desired
1608,4.0, I cant tell if they are just bad or that the Beats PowerBeats Pro are amazing
1609,4.0,Overall:
1610,4.0,You cant win
1611,4.0," If you want longer lasting, more comfortable, amazing sound wireless buds, you need to get the PowerBeats Pro"
1612,4.0," But if you get those, you will NEVER bring them with you because the case is HUGE"
1613,4.0, I ended up buying both these airpods and Powerbeats Pro and couldnt be happier
1614,4.0,"Though I dislike the fit and sound, these are still 4 stars because for basic podcasts, quick music at the work desk, calls, and of course how small they are, it more than offsets the cons"
1615,4.0," But trust me, there is no way these could ever be rated 5 stars"
1616,1.0,Ridiculus 
1617,1.0," Box was opened and the sticker not gluing anymore, the cable is dirty and with marks of being plugged, the box of the earplugs have many scratches in both sides"
1618,1.0,definitely a used item
1619,1.0, No doubt
1620,1.0," While checking again the item in Amazon, to see if I have missed something, it was there ""NEW"""
1621,1.0," Sold as new, but is it just a used item"
1622,1.0, This might be my bad luck or just Amazon trying to get rid of things returned after Christmas
1623,1.0,I used them for about 1 month and all of the sudden my left pod won’t work anymore
1624,1.0, When I first got them the left pod always had a hard time connecting to the case and often gave me the red exclamation point error message
1625,1.0," After messing with it I could usually get it to connect, but now it has stopped working all together"
1626,1.0," Because Apple wants $90 for a new pod, I might as well just buy a new set"
1627,1.0," I loved them for the month I had them, but I’m so disappointed to have spent that much money on a pair of headphones that I can no longer use"
1628,1.0, I will not be buying another set
1629,1.0, I just wouldn’t recommend
1630,1.0,These are used AirPods
1631,1.0, I received a box that looked like it had been in the garbage and the AirPods themselves were dirty
1632,1.0, I was not expecting used AirPods and I even checked the description to make sure I didn’t miss anything
1633,1.0, No where did it say they were going to be used or refurbished
1634,1.0, So I contacted support
1635,1.0, I asked why the item was used and it didn’t say it was on the description and the rep really made it seem like they did not want to answer my question and just asked me if I could return the item
1636,1.0, I asked if they were authentic Apple AirPods and if they would be new and she said yes so I agreed to get a replacement
1637,1.0, The replacement was also a used or refurbished pair
1638,1.0, Oh and the original pair I received wouldn’t even pair to my iPhone
1639,1.0, I’ve returned both sets and am still waiting for a refund weeks after I returned them
1640,1.0,"When these work, they do exactly what you want them to do and are awesome"
1641,1.0," Unfortunately, when they don't, they can be extremely frustrating if you are in the middle of a phone or video conversation and they just cut out or sound comes out of only one earphone"
1642,1.0, This happens to me about 1/3 of the time
1643,1.0," At this price, they should be more reliable"
1644,1.0," Also, if you are walking with even the slightest of breeze, they amplify that to the point in which it is very difficult for the person on the receiving end to hear you"
1645,1.0,EDIT: I have had nothing but problems with these and ended up just throwing them away
1646,1.0, A waste of a whole lot of money
1647,5.0,"Good sound, though I’m 63 and not an audiophile"
1648,5.0, But you can’t beat them for convenience
1649,5.0, Great for walking due to Siri based controls
1650,5.0," Siri also let’s me look unfamiliar words while listening to audiobooks, which I love"
1651,5.0," Only earbuds I’ve ever found that stay in my ears, yet so light and comfortable that I forget I have them in"
1652,5.0, Not exactly a fashion statement in my opinion
1653,5.0," I joke that, with the white protuberances going down out of the years of an older guy, it looks like his hearing aids are melting"
1654,5.0," But yeah, very very good and reliable product, pairs perfectly every time with no dropped signal, really excellently designed all the way around"
1655,1.0,"If I hadn't authenticated the serial number, I'd seriously think I was sold a counterfeit product"
1656,1.0," Since this is an authentic, new product, I'm just left to believe the product is mediocre at best"
1657,1.0,I regularly use my air pods on both iOS and Android devices
1658,1.0," The air pods connect relatively quickly and easily to both, but especially with other Apple devices"
1659,1.0," (For some reason, the max volume is significantly lower on my Android device"
1660,1.0,) The Bluetooth range is not great with reception starting to break up if you move more than 4-5' away from the phone
1661,1.0," The sound is pretty clear, but less than 10 weeks after purchase, individual ear buds will cut in and out or get static-y even while sitting stationary next to my phone"
1662,1.0," Like other reviewers, my individual ear buds don't seem to charge evenly with one often dying well before the second"
1663,1.0, I've also been disappointed with the battery performance
1664,1.0," The ear buds re-charge quickly when inserted into the case and I'd say I can probably get 5 hours of run time between charges of the *case*, but I struggle to regularly get more than 2 hours of run time per full charge of the ear buds (and oftentimes not even that)"
1665,1.0," Finally, I have no idea how people wear these all the time as I found the shape of the air pods to be tremendously uncomfortable"
1666,1.0, (Though I am aware accessories exist to mitigate this issue)
1667,1.0,I truly don't understand the effuse praise heaped upon air pods
1668,1.0, I am deeply underwhelmed
1669,1.0,NNO AIRPODS IN THE BOX
1670,1.0,Bought it for my wife’s Christmas present
1671,1.0, When opened there was NO AIRPODS in the box 
1672,1.0,What a horrible experience
1673,1.0, Waiting for refund
1674,1.0,The only things in box were instructions and charging cord
1675,5.0,Easy to set up and easy to use
1676,5.0, Pods have a substantial weight and feel good in the ear
1677,5.0, Sound quality is high fidelity
1678,5.0," Intuitive controls -tap for next selection, ask it to raise or lower volume and it does"
1679,5.0," A full charge gives ample battery life for a +/- 6-hour listening session, Recharge quickly and, generally worthy of the Apple brand"
1680,5.0, Recommend buying an aftermarket accessory kit with a silicone cover for the charger and a lariat to allow you to hang the Airpods around your neck for a short time when you want to
1681,5.0,UPDATE MY REVIEW: I have been enjoying my Apple AirPods for almost a year now and I want to add this to my initial review
1682,5.0,"After purchasing my AirPods, I purchased a silicone sleeve for the charger case with came with a Caribiner and a lariat to hold the Airpods and allow them to hang around my neck when I took them out of ears"
1683,5.0,"A few days ago I attached the carabiner to the belt loop of my jeans for an afternoon of cycling and at the end of the day, I tossed the jeans into the wash not realizing the AirPods were still attached to the belt loop"
1684,5.0," After washing the jeans I threw them in the dryer and within a few minutes, I began to hear something solid banging around in the dryer"
1685,5.0," Upon opening the dryer, I found the silicone charger case - empty"
1686,5.0," Searching the clothes, I discovered the charger case with the Airpods inside"
1687,5.0,I took the silicone case and the AirPods Charger out of the dryer and was very sure they were destroyed - they were NOT
1688,5.0, I opened the case and put the AirPods in my ears and was shocked to discover they worked as well as ever and they had no indication of damge at all
1689,5.0,The AirPods are obviously water-resistant - My thanks to the Apple engineers for anticipating they would be used by careless old men who do some stupid things
1690,3.0,"The AirPods arrived in great condition, nice packaging but they do not stay put in my ear at all"
1691,3.0, I attempted to wear one around the house while doing light chores and it fell out several times and required adjusting multiple times
1692,3.0," I should have known that these wouldn’t work for me, my regular corded earbuds do the same thing"
1693,3.0, I don’t imagine that I’d be able to workout or do much of anything without them falling out
1694,3.0, I’ll be returning them and purchasing a much more inexpensive pair that allows me to adjust the ear cover for a better fit
1695,3.0," Good product for most, but not a good fit for me"
1696,3.0,Update 5/14/20
1697,3.0,So these are advertised as being the latest generation
1698,3.0, My case that came with the AirPods have a model number that would indicate the case is 1st generation
1699,3.0, The AirPods have different model numbers that would indicate that they weren’t manufactured as pair
1700,3.0, There’s something fishy with these although they work
1701,3.0, Check your numbers
1702,3.0,my settings on my phone show a model number that is in fact different than what’s printed on the actual device
1703,3.0," I wouldn’t be surprised if these were refurbished, all the different serial numbers confirm that this wasn’t an original pair because they have different manufacture dates"
1704,5.0,"As an audiophile, I resisted getting these for a long time"
1705,5.0, But they don’t sound bad and the convenience and ease of use is off the charts
1706,5.0, AirPods are a very well designed and useful accessory to any Apple device
1707,5.0, Battery life is acceptable given their tiny size
1708,5.0,"I bought them first for my wife, who’s never had true wireless ear buds and doesn’t care as much about sound quality as me"
1709,5.0, She’s also not particularly into gadgets and tech like I am
1710,5.0, She loves these things like the sister she never had
1711,5.0,"We both find that they fit well, stay put, and are comfortable, and our ears are very different size & shape"
1712,5.0,"When I’m doing serious listening to music, I have other earphones I can use"
1713,5.0," Otherwise, I reach for the AirPods because they’re so easy and a joy to use"
1714,5.0, I’m happy I bought them
1715,5.0,They also work great for cellular phone calls and for Zoom meetings
1716,1.0,"Let me start this review by saying that I'm using these pods with a Blackberry Priv that has an Android OS, so take that FWIW"
1717,1.0," Maybe they aren't compatible, or optimally compatible, or whatever since they're an Apple device"
1718,1.0," I don't know, but the point of having them is to be able to listen to my phone without wires, and they don't allow that very well"
1719,1.0,"The range is limited, like less than a few feet, and depending on where I'm using them it's less than that"
1720,1.0," For example, I can be at the gym on an incline bench, set my phone on the floor next to me, and the podcast that I'm listening to cuts out"
1721,1.0, Maybe there's interference from the gym's piped in music - they work well enough when they're about 10 inches away from me in the rack on the elliptical machine
1722,1.0,This afternoon I was washing my car in my garage
1723,1.0," When I was washing the tires I left the phone on the hood of the car, and when I went to wash the rear tires, my podcast cut out"
1724,1.0, I ended up turning them off them and using the speaker in the phone
1725,1.0,The only time these pods really work is when I'm driving and I have my phone on my lap
1726,1.0," YMMV depending on how, when, and where you use them"
1727,1.0,Love them
1728,1.0, I was concerned at first that they would fall out but they don’t
1729,1.0, I use them to work out lifting weights or cardio without them moving
1730,1.0, Craziness
1731,1.0, Great sound and battery life
1732,1.0, If you are looking for noise canceling then these are not the headphones for you
1733,1.0,***Update 10/6/2019***
1734,1.0,I have had them about 5 months now and the last 2 months I am having issues with the left ear pod staying charged or connecting
1735,1.0, I have gone through all the troubleshooting online of cleaning and reconnecting with it only to happen again and again
1736,1.0, It is very frustrating to have both pod's 100% charged at night and then during my workout in the morning the left one dies 20 minutes in
1737,1.0,Well I bought these “New” off amazon
1738,1.0, We were having problems with one charging
1739,1.0," Apple was great trying to help, but the serial # is not an Apple # and apparently these were sold as new but they were refurbished"
1740,1.0," Tell tell sign, this is not our Apple name we assigned them"
1741,1.0, LIES AMAZON
1742,1.0,Completely annoyed
1743,1.0, I purchased these as a Christmas gift for my daughter
1744,1.0, Website made it look like they were coming direct from the Apple store in new condition
1745,1.0, I just took them out of the shipping package and this is what the box looked like
1746,1.0, Not sealed in the clear wrap
1747,1.0, Nasty stuff all over the bottom of the box
1748,1.0, A sticker placed over another one that tells me these are “New item
1749,1.0,” I’m not believing it for a second
1750,1.0," I don’t know what is going on, but I feel like something fishy just happened"
1751,1.0," As far as AirPods, I have a pair and love them"
1752,1.0, Just wish this pair would have been new in the package instead of this nasty thing
1753,1.0, Am returning today
1754,4.0,"I finally got tired of trying to find ear buds that could compare to Apple, and I decided to just spend the money and get Apple"
1755,4.0," I’m not sorry that I did, but I do wish that I had gotten the Pros"
1756,4.0, I had Apple phones for years & always promptly gave away the included wired earbuds that come with the phones
1757,4.0, They never ever stay in my ear if I move my head at all
1758,4.0, The reason I went ahead about bought these anyway is because I found that I could purchase a set of silicone hooks that slip over them to hold the bud in my ear
1759,4.0, They are perfect with that little hook which reminds me of the build of my favorite Bose headphones
1760,4.0," The hook is simple enough to put on, however…"
1761,4.0, I don’t love having to take them back off after each listen because they obviously won’t allow the bud to charge in the case
1762,4.0, I knew that before I ordered and simply didn’t think it would be as annoying as it is
1763,4.0," Bottom line, the ear buds themselves are awesome; best wireless listening experience I’ve ever owned & I am not at all sorry that I bought them"
1764,4.0," About a month after I got them, my daughter bought the Pros"
1765,4.0, I put them on one time & was immediately sorry that I hadn’t chosen to pony up the extra money for them
1766,4.0," They are worth it & in my personal opinion, actually sound better due to the complete seal in the ear"
1767,2.0,I love these air pods
1768,2.0, Price finally came down from the original price when they first came out so I went for them
1769,2.0, The last pair of head phones I owned was back when the wired version was around so it’s been a few years
1770,2.0, These sounds great
1771,2.0, love having no wires
1772,2.0, They stay in my ears no problem
1773,2.0, I didn’t want noise cancelling headphones so these are perfect
1774,2.0, I like them especially at the gym hearing what’s going on around me
1775,2.0, I feel almost unsafe with noise canceling headphones
1776,2.0, battery life is great
1777,2.0, I highly recommend buying these
1778,2.0,Update:
1779,2.0,The right AirPod has been slowly going bad over the last couple weeks and now it’s always at 1% life when I open the up to pair them
1780,2.0, That’s with 100% charged case
1781,2.0, They’ll start charging when I open the case
1782,2.0, great while they lasted
1783,2.0, Used indoors only to
1784,2.0, disappointed especially for the price I expect better from Apple
1785,4.0,They do get a little sore in my ears after a while
1786,4.0, I wish the battery lasted just a smidge longer
1787,4.0," I generally use them while doing things around the house, and they will last a few hours"
1788,4.0, The sound quality is very good
1789,4.0, The input quality is better than the standard corded ear buds
1790,4.0, It picks up my voice better
1791,4.0, Noise cancellation is comparable to the standard ear buds
1792,4.0,My biggest complaint is that these were not clean when I received them
1793,4.0, I opted for the open box to get a discount on these
1794,4.0, The description indicated that the box may have been opened and possibly damaged
1795,4.0," However, it did not indicate that the item had been previously used"
1796,4.0," And especially considering the current pandemic situation, particular care should have been taken to ensure that the item had been cleaned"
1797,4.0, I spent about 20 minutes scraping ear wax out of the ear buds
1798,4.0, Gross
1799,4.0," And if you have had any Apple ear bud before, you know that it is very difficult to get into all of those tiny little crevices"
1800,4.0, I sincerely wish that Amazon had taken a little more care in the processing of returns such as this
1801,5.0,Greatest earphones ever
1802,5.0,"I don’t know how I ever lived without these, seriously, not just the earphones but the great little case that they come in that charges your ear buds even when it’s not plugged in so perfect to have when you’re traveling"
1803,5.0,"The ear buds not only allow you you to call people by simply saying “hey Siri” but it answers any questions, it reads and composed text messages if I ask, it plays music etc"
1804,5.0, etc
1805,5.0, Simply ask and you shall receive
1806,5.0,"I can now cook with my hands full while dancing to the beat of any song I ask Siri to play, ask Siri to take notes for me or even help give me recipe ideas"
1807,5.0,Once you’ve used these you will also ask yourself how you ever lived without it as it makes your life so much easier
1808,5.0,The sound is fantastic along with the noise reduction and whomever I’m speaking with hears me well
1809,5.0,These are pricey but I assure you they are worth every penny you pay
1810,1.0,"When I initially got the headphones, I was fascinated by how awesome they sounded"
1811,1.0," I would put them on and could basically hear in HD and the noise cancellation works, even with no music on"
1812,1.0,"Buuut, that only lasted a few months"
1813,1.0, I bought them Sept
1814,1.0," 2020 and up until about a month ago (2/21), they worked perfectly"
1815,1.0," Now, the sound only comes out from the little side speakers and not the main ones (it happened to both headphones), so the sound volume was reduced DRAMATICALLY"
1816,1.0,"Now they just sound like cheap wireless headphones (maybe worse), and the only way to be able to hear it a bit better is by twisting it so the side speaker is facing my eardrum, but that makes it loose, so it falls out easily"
1817,1.0,"Safe to say, I’m most likely not going to be buying Apple products from Amazon and might just stick to buying them directly from the Apple Store, because it seems like I got a defective pair and I’m not alone"
1818,5.0,"I’ve had my own for over a year now and my sister had been dropping subtle hints about getting a pair such as( hey, buy me AirPods) or (did you buy my pods already"
1819,5.0,) or my favorite ( get my AirPods or I’ll take yours
1820,5.0,)
1821,5.0," Siblings are so funny, anyway since she took mine I figured, this would be the best time to buy a new pair for myself so I did and they arrived rather quickly"
1822,5.0, Now guess who’s got two thumbs and his old AirPods back
1823,5.0,…… THIS GUY
1824,1.0,These pods were a Christmas gift to a 14y/o who was waiting months for them
1825,1.0, They worked half a day
1826,1.0," Went through the hassle of 2 appointments at the Apple store, the first trip they said it was the case and gave me a new one without testing it first even though I requested a test"
1827,1.0," Well, they never worked and had to schedule another trip there and they said it was one of the earpieces and when I explained the first trip the clerk said ""it's never the case"" and was given a new earpiece"
1828,1.0, Now they work
1829,1.0, If known this would have happened and the poor Apple service
1830,1.0,I would have rethought the purchase
1831,4.0,"Ever since I switched from Android and PC, I've become Apple-centric"
1832,4.0," Since Apple products like Apple products, I decided to buy some Air Pods"
1833,4.0," Amazon's Prime Day price of $114 finally brought them down to what I considered a little bit better price, so I bought them"
1834,4.0,Pros:
1835,4.0,1
1836,4.0, They connect very quickly with all my Apple devices
1837,4.0,2
1838,4.0, The sound quality is a few steps above some of the other ear buds I've had
1839,4.0," The stereo is good, and while they don't have enough bass for me, they don't sound tinny either"
1840,4.0,3
1841,4.0," They fit fairly comfortably in my ears, although the right pod fits better that the left one does"
1842,4.0, Maybe I have an oddly-shaped left ear
1843,4.0,4
1844,4.0," So far, neither pod has fallen out of my ears"
1845,4.0," However, I've worn them mainly in the house, so I don't know how it would be if I was running"
1846,4.0," That, I'll never know because I don't run anywhere"
1847,4.0,5
1848,4.0," The case opens very easily, and the pods are fairly easy to remove"
1849,4.0, I really appreciate this because my Jabra case is so hard to open that I would often have to get my husband to do it for me
1850,4.0,6
1851,4.0," I love, love, love the fact that I can say ""Hey Siri,"" and get so many things done"
1852,4.0," I was watching an Amazon Prime show on my iPad Pro the other day, and I told Siri to mute the volume, and she did it"
1853,4.0," However, when I said to un mute, that didn't happen"
1854,4.0, Maybe I need to figure out some other terminology for that
1855,4.0," When I said to rewind a couple of seconds, it did that, too"
1856,4.0, This is a really great feature
1857,4.0,Cons:
1858,4.0,1
1859,4.0," Other than the price, the one thing that kept me from buying these was how silly they look with that long white stem protruding out the ear"
1860,4.0," One person said they look like a hair dryer, and they do"
1861,4.0," I have noticed that the Air Pods Pro have a much shorter stem, and thus they look more normal"
1862,4.0," I guess when the get down low enough in price, I'll probably buy them and give these to a friend or relative"
1863,4.0,2
1864,4.0," They don't have noise cancellation, which I would really love to have"
1865,4.0, I guess I'll have to wait for the Pros for that
1866,4.0,3
1867,4.0," I didn't realize that they had wired and wireless charging versions, and I ended up with the wired ones"
1868,4.0," However, I bought a wireless charging case for less than $10 from Amazon Warehouse, so I'm going to see if that works"
1869,4.0,"Overall, other than some of the cons I mentioned, I really do like these"
1870,4.0," They connect quickly, have a pretty good sound, and the hands-free Siri feature is great"
1871,4.0," However, I would say that if you can afford them, you should get the Air Pods Pro because they look better, and they have more features"
1872,4.0," If you can't, these would be a great stop-gap measure until the Pros go down in price"
1873,5.0,This is my first pair of AirPods
1874,5.0, I love them
1875,5.0, They are life-changing
1876,5.0, The AirPods arrived in less than 24-hours of ordering
1877,5.0," They were packaged in a sleek, white Apple AirPods box"
1878,5.0," I did not buy the ""noise-canceling"" AirPods, so I cannot rate that feature, but as far as the product appearance, sound quality, ease of use, great fit, easy to pair on Bluetooth, etc"
1879,5.0, I wholeheartedly give these AirPods 5 shiny gold starts
1880,2.0,You’ll have to buy a new pair in under a year
1881,2.0," I bought 4 sets for me and my kids less than a year ago, and 3 of them don’t work anymore, already"
1882,2.0," They worked great, while they worked"
1883,2.0," Then in 6 months, 1 air pod starts dying periodically, then permanently, then the other"
1884,2.0," Now only 1 pair remains, and it’s only because I hardly ever use them"
1885,2.0, These were a waste of money
1886,5.0,"I held out for so long on buying a pair of AirPods, I always felt like they were priced a little too high for what you get at the end of the day"
1887,5.0," I get it now though, their value is more in how these work with all your other Apple hardware than it is from the AirPods themselves"
1888,5.0,"These are still to this day in 2021, one of the smallest charging cases of a pair of true wireless headphones, even though the design is unchanged from 2016 when they were announced alongside the iPhone 7/7 Plus"
1889,5.0, That’s pretty incredible for back then
1890,5.0,"In the box, you get a standard USB A to Lightning cable, the AirPods and charging case"
1891,5.0, This is the 2nd generation AirPods with the H1 chip on board for “hey Siri” functionality
1892,5.0," It works really well and allows the AirPods to seamlessly switch between any iOS devices, TVOS, WatchOS, and newer MacOS devices"
1893,5.0," If they are connected to your iPhone and you pull out your iPad to watch a quick video, the audio from that video would be automatically routed through the Airpods"
1894,5.0," This is after the initial setup, which only requires you to hold down the pairing button and then follow the prompts in the on screen pop ups"
1895,5.0," If you open the charging case within a few inches of an iOS device, you get a cute little pop up that will display the battery level of both the AirPods and the case"
1896,5.0," Apple’s software is good and pleasant to use, that is why products like these are worth their premium prices- the tight integration of hardware and software working together to create an amazing experience that is largely unrivaled today by any other tech company"
1897,5.0,"The sound quality here is good, the open style of these headphones makes it easy to hear the world around you (this can be both good and bad)"
1898,5.0," There are better sounding headphones for this price, but not any that work this way"
1899,5.0," If sound quality is of great importance, perhaps look at the AirPods Pro or wait a few months until they refresh the base level AirPods with a design that has the ear tips (this is a rumor, but it’s probably a safe bet that the entry level AirPods will get a major design change)"
1900,5.0,"These also tie into Airplay 2, and this allows for audio sharing where one iPhone can play audio on 2 sets of AirPods"
1901,5.0, There are also other little perks like Siri will read out you iMessages to you (this can be paused or turned off entirely)
1902,5.0, There is a cool accessibility option called “live listen” you can enable it in control center
1903,5.0, This will use your iPhone’s microphones to play the audio it hears into the AirPods
1904,5.0, This kind of gives it an ambient or pass through mode like headphones with ANC have
1905,5.0,"If you do pick these up in 2021, just be aware that this is a nearly 2 year old product and could be replaced with a newer version as soon as March"
1906,5.0," No one ever really knows what Apple will release or when, but the chances are high"
1907,5.0," That said though, the H1 chip is likely to still be used in the soon to be released pair, so there shouldn’t be a huge difference in terms of new features"
1908,4.0,Had a bout of bad luck with Apple's AirPods:
1909,4.0,First Pair
1910,4.0,"After about three months, one side stopped working completely"
1911,4.0,Second Pair
1912,4.0,The first pair was still within Amazon's return period so I got a replacement set
1913,4.0, This pair wouldn't connect to any phone whatsoever
1914,4.0," So, I returned them"
1915,4.0,Third Pair
1916,4.0,The third pair finally worked as intended
1917,4.0, Sounds great and I love the battery life
1918,4.0, Much better than other Bluetooth equivalents especially for an iPhone
1919,4.0, Just wish that I didn't have to go through the misery of two returns
1920,1.0,I was excited to see that these Airpods were part of Amazon's Prime special the other day
1921,1.0, I already have a pair but the battery life doesn't quite make it through a full work day
1922,1.0, I justified a 2nd pair to hold me over on a full days work
1923,1.0,When I initially got the order I didn't notice anything odd about the packaging
1924,1.0, It looked and felt authentic
1925,1.0," After taking a careful look at the product, I noticed that the lid was not completely flush with the body on the back side of the charging case"
1926,1.0, I compared the Apple Air Pods I already have to these and the weight and durability of the plastic seemed different but I couldn't tell for sure
1927,1.0, After charging them all night the charge only showed 88%
1928,1.0, That was the defining moment that I realized I purchased yet another dupe on Amazon
1929,1.0, Don't waste your time and purchase directly from Apple
1930,5.0,I purchased these for my husband for father's day
1931,5.0, I kept going back and forth between the Bose SoundSport and the Airpods
1932,5.0, I have the QC35 and I love them for work since they are noise-cancelling
